Date,PracticeCode,HB,HSCP,Sex,AllAges,Ages0to4,Ages5to14,Ages15to24,Ages25to44,Ages45to64,Ages65to74,Ages75to84,Ages85plus,Sex_Type,Total_Female,Total_Male
20220401,25210,S08000019,S37000005,Female,2675,75,285,349,425,890,345,222,84,,,
20220401,25210,S08000019,S37000005,All,5306,145,613,724,835,1758,659,438,134,1,2675,2631
20220401,25224,S08000019,S37000005,Male,2147,98,254,250,521,596,249,146,33,,,
20220401,25224,S08000019,S37000005,Female,2120,92,226,252,456,620,247,177,50,,,
20220401,25224,S08000019,S37000005,All,4267,190,480,502,977,1216,496,323,83,1,2120,2147
20220401,25243,S08000019,S37000005,Male,5216,171,686,718,1018,1553,557,389,124,,,
20220401,25243,S08000019,S37000005,Female,5387,157,647,703,983,1631,606,462,198,,,
20220401,25243,S08000019,S37000005,All,10603,328,1333,1421,2001,3184,1163,851,322,1,5387,5216
20220401,25262,S08000019,S37000013,Male,4019,184,400,415,1206,1150,372,217,75,,,
20220401,25262,S08000019,S37000013,Female,3950,171,396,444,1063,1102,407,270,97,,,
20220401,25262,S08000019,S37000013,All,7969,355,796,859,2269,2252,779,487,172,1,3950,4019
20220401,25277,S08000019,S37000013,Male,1322,53,127,136,332,420,141,76,37,,,
20220401,25277,S08000019,S37000013,Female,1294,60,123,117,302,343,158,129,62,,,
20220401,25277,S08000019,S37000013,All,2616,113,250,253,634,763,299,205,99,1,1294,1322
20220401,25281,S08000019,S37000013,Male,5329,200,504,550,1429,1590,617,348,91,,,
20220401,25281,S08000019,S37000013,Female,5437,184,449,563,1323,1709,644,400,165,,,
20220401,25281,S08000019,S37000013,All,10766,384,953,1113,2752,3299,1261,748,256,1,5437,5329
20220401,25309,S08000019,S37000013,Male,2770,114,283,286,710,854,316,162,45,,,
20220401,25309,S08000019,S37000013,Female,2760,89,258,250,738,817,307,210,91,,,
20220401,25309,S08000019,S37000013,All,5530,203,541,536,1448,1671,623,372,136,1,2760,2770
20220401,25313,S08000019,S37000013,Male,4047,158,404,446,1103,1234,379,248,75,,,
20220401,25313,S08000019,S37000013,Female,4123,142,417,451,1006,1187,445,336,139,,,
20220401,25313,S08000019,S37000013,All,8170,300,821,897,2109,2421,824,584,214,1,4123,4047
20220401,25332,S08000019,S37000013,Male,3784,157,360,376,954,1196,428,243,70,,,
20220401,25332,S08000019,S37000013,Female,4088,137,399,364,944,1224,504,362,154,,,
20220401,25332,S08000019,S37000013,All,7872,294,759,740,1898,2420,932,605,224,1,4088,3784
20220401,25347,S08000019,S37000005,Male,2263,85,246,259,437,700,295,189,52,,,
20220401,25347,S08000019,S37000005,Female,2343,77,213,218,434,763,341,219,78,,,
20220401,25347,S08000019,S37000005,All,4606,162,459,477,871,1463,636,408,130,1,2343,2263
20220401,25351,S08000019,S37000005,Male,782,23,69,65,194,239,117,60,15,,,
20220401,25351,S08000019,S37000005,Female,743,24,48,59,179,241,98,65,29,,,
20220401,25351,S08000019,S37000005,All,1525,47,117,124,373,480,215,125,44,1,743,782
20220401,25366,S08000019,S37000005,Male,1113,51,113,107,217,335,157,101,32,,,
20220401,25366,S08000019,S37000005,Female,1129,58,125,95,221,342,143,113,32,,,
20220401,25366,S08000019,S37000005,All,2242,109,238,202,438,677,300,214,64,1,1129,1113
20220401,25390,S08000019,S37000013,Male,3042,127,415,363,751,872,283,184,47,,,
20220401,25390,S08000019,S37000013,Female,3247,116,384,323,817,949,328,251,79,,,
20220401,25390,S08000019,S37000013,All,6289,243,799,686,1568,1821,611,435,126,1,3247,3042
20220401,25402,S08000019,S37000013,Male,2535,191,338,215,719,688,226,121,37,,,
20220401,25402,S08000019,S37000013,Female,2617,158,339,248,820,624,253,131,44,,,
20220401,25402,S08000019,S37000013,All,5152,349,677,463,1539,1312,479,252,81,1,2617,2535
20220401,25441,S08000019,S37000013,Male,3784,219,474,347,1000,1044,356,261,83,,,
20220401,25441,S08000019,S37000013,Female,4007,197,387,364,1083,1091,440,324,121,,,
20220401,25441,S08000019,S37000013,All,7791,416,861,711,2083,2135,796,585,204,1,4007,3784
20220401,25455,S08000019,S37000013,Male,4772,187,615,556,1192,1353,545,264,60,,,
20220401,25455,S08000019,S37000013,Female,4890,208,575,475,1195,1396,603,329,109,,,
20220401,25455,S08000019,S37000013,All,9662,395,1190,1031,2387,2749,1148,593,169,1,4890,4772
20220401,25460,S08000019,S37000013,Male,5916,308,767,662,1629,1679,554,254,63,,,
20220401,25460,S08000019,S37000013,Female,6153,339,771,653,1653,1739,559,323,116,,,
20220401,25460,S08000019,S37000013,All,12069,647,1538,1315,3282,3418,1113,577,179,1,6153,5916
20220401,25474,S08000019,S37000013,Male,1041,45,137,138,255,295,115,52,4,,,
20220401,25474,S08000019,S37000013,Female,1031,44,127,105,259,310,96,72,18,,,
20220401,25474,S08000019,S37000013,All,2072,89,264,243,514,605,211,124,22,1,1031,1041
20220401,25506,S08000019,S37000005,Male,3490,180,349,410,874,976,420,223,58,,,
20220401,25506,S08000019,S37000005,Female,3683,144,341,354,932,1082,443,272,115,,,
20220401,25506,S08000019,S37000005,All,7173,324,690,764,1806,2058,863,495,173,1,3683,3490
20220401,25525,S08000019,S37000005,Male,1976,101,231,222,530,581,194,97,20,,,
20220401,25525,S08000019,S37000005,Female,2151,77,230,238,493,657,253,152,51,,,
20220401,25525,S08000019,S37000005,All,4127,178,461,460,1023,1238,447,249,71,1,2151,1976
20220401,25544,S08000019,S37000005,Male,4114,202,401,434,1012,1196,531,273,65,,,
20220401,25544,S08000019,S37000005,Female,4265,181,429,398,1046,1204,581,340,86,,,
20220401,25544,S08000019,S37000005,All,8379,383,830,832,2058,2400,1112,613,151,1,4265,4114
20220401,25559,S08000019,S37000005,Male,4037,73,157,1397,1992,325,72,20,1,,,
20220401,25559,S08000019,S37000005,Female,4130,59,150,2627,934,278,55,23,4,,,
20220401,25559,S08000019,S37000005,All,8167,132,307,4024,2926,603,127,43,5,1,4130,4037
20220401,25582,S08000019,S37000005,Male,3791,152,403,421,906,1124,435,253,97,,,
20220401,25582,S08000019,S37000005,Female,3882,131,371,367,845,1196,455,349,168,,,
20220401,25582,S08000019,S37000005,All,7673,283,774,788,1751,2320,890,602,265,1,3882,3791
20220401,25597,S08000019,S37000013,Male,1488,48,179,160,361,489,147,84,20,,,
20220401,25597,S08000019,S37000013,Female,1586,65,161,170,378,495,173,117,27,,,
20220401,25597,S08000019,S37000013,All,3074,113,340,330,739,984,320,201,47,1,1586,1488
20220401,25648,S08000019,S37000013,Male,3008,116,341,382,651,940,333,190,55,,,
20220401,25648,S08000019,S37000013,Female,3224,109,355,358,709,1017,353,240,83,,,
20220401,25648,S08000019,S37000013,All,6232,225,696,740,1360,1957,686,430,138,1,3224,3008
20220401,25652,S08000019,S37000013,Male,2064,95,262,290,592,621,138,57,9,,,
20220401,25652,S08000019,S37000013,Female,2015,105,259,221,562,600,156,75,37,,,
20220401,25652,S08000019,S37000013,All,4079,200,521,511,1154,1221,294,132,46,1,2015,2064
20220401,25671,S08000019,S37000013,Male,2909,201,405,323,791,786,226,139,38,,,
20220401,25671,S08000019,S37000013,Female,2998,172,379,314,890,762,262,173,46,,,
20220401,25671,S08000019,S37000013,All,5907,373,784,637,1681,1548,488,312,84,1,2998,2909
20220401,25686,S08000019,S37000005,Male,1810,99,250,193,582,482,132,52,20,,,
20220401,25686,S08000019,S37000005,Female,1948,101,236,176,684,503,125,73,50,,,
20220401,25686,S08000019,S37000005,All,3758,200,486,369,1266,985,257,125,70,1,1948,1810
20220401,25737,S08000019,S37000005,Male,4963,233,508,503,1553,1377,434,274,81,,,
20220401,25737,S08000019,S37000005,Female,5059,250,490,517,1495,1285,498,403,121,,,
20220401,25737,S08000019,S37000005,All,10022,483,998,1020,3048,2662,932,677,202,1,5059,4963
20220401,25826,S08000019,S37000005,Male,,,,,,,,,,,,
20220401,25826,S08000019,S37000005,Female,,,,,,,,,,,,
20220401,25826,S08000019,S37000005,All,30,,,,,,,,,1,0,0
20220401,25883,S08000019,S37000013,Male,2257,93,222,222,636,684,238,129,33,,,
20220401,25883,S08000019,S37000013,Female,2296,114,241,219,587,637,259,165,74,,,
20220401,25883,S08000019,S37000013,All,4553,207,463,441,1223,1321,497,294,107,1,2296,2257
20220401,25898,S08000019,S37000005,Male,768,25,80,89,172,242,90,53,17,,,
20220401,25898,S08000019,S37000005,Female,787,22,88,93,152,262,87,57,26,,,
20220401,25898,S08000019,S37000005,All,1555,47,168,182,324,504,177,110,43,1,787,768
20220401,25968,S08000019,S37000005,Male,1142,35,105,116,234,383,172,76,21,,,
20220401,25968,S08000019,S37000005,Female,1206,34,105,121,258,413,147,86,42,,,
20220401,25968,S08000019,S37000005,All,2348,69,210,237,492,796,319,162,63,1,1206,1142
20220401,25991,S08000019,S37000005,Male,1582,77,184,199,376,462,166,95,23,,,
20220401,25991,S08000019,S37000005,Female,1655,79,190,173,409,492,168,86,58,,,
20220401,25991,S08000019,S37000005,All,3237,156,374,372,785,954,334,181,81,1,1655,1582
20220401,26015,S08000019,S37000005,Male,11834,580,1299,1334,3266,3439,1083,649,184,,,
20220401,26015,S08000019,S37000005,Female,11775,522,1163,1257,3171,3359,1141,839,323,,,
20220401,26015,S08000019,S37000005,All,23609,1102,2462,2591,6437,6798,2224,1488,507,1,11775,11834
20220401,30030,S08000020,S37000001,Male,5204,177,441,598,2151,1148,391,218,80,,,
20220401,30030,S08000020,S37000001,Female,4962,170,457,949,1545,991,416,275,159,,,
20220401,30030,S08000020,S37000001,All,10166,347,898,1547,3696,2139,807,493,239,1,4962,5204
20220401,30059,S08000020,S37000001,Male,4437,192,322,402,1615,1154,469,205,78,,,
20220401,30059,S08000020,S37000001,Female,4498,162,367,523,1462,1098,441,267,178,,,
20220401,30059,S08000020,S37000001,All,8935,354,689,925,3077,2252,910,472,256,1,4498,4437
20220401,30078,S08000020,S37000001,Male,10445,355,808,1424,4662,2286,577,247,86,,,
20220401,30078,S08000020,S37000001,Female,9948,332,775,2069,3807,1865,596,316,188,,,
20220401,30078,S08000020,S37000001,All,20393,687,1583,3493,8469,4151,1173,563,274,1,9948,10445
20220401,30097,S08000020,S37000001,Male,4439,194,373,344,1730,1240,349,160,49,,,
20220401,30097,S08000020,S37000001,Female,4274,178,359,443,1584,987,329,240,154,,,
20220401,30097,S08000020,S37000001,All,8713,372,732,787,3314,2227,678,400,203,1,4274,4439
20220401,30203,S08000020,S37000001,Male,5652,259,666,547,1828,1458,556,259,79,,,
20220401,30203,S08000020,S37000001,Female,5790,231,619,567,1756,1442,600,383,192,,,
20220401,30203,S08000020,S37000001,All,11442,490,1285,1114,3584,2900,1156,642,271,1,5790,5652
20220401,30218,S08000020,S37000001,Male,4757,186,470,437,1413,1444,492,237,78,,,
20220401,30218,S08000020,S37000001,Female,4663,179,432,492,1334,1317,491,284,134,,,
20220401,30218,S08000020,S37000001,All,9420,365,902,929,2747,2761,983,521,212,1,4663,4757
20220401,30256,S08000020,S37000001,Male,2457,241,358,206,974,473,143,49,13,,,
20220401,30256,S08000020,S37000001,Female,2522,210,318,269,1042,470,132,57,24,,,
20220401,30256,S08000020,S37000001,All,4979,451,676,475,2016,943,275,106,37,1,2522,2457
20220401,30261,S08000020,S37000001,Male,3054,177,380,272,963,818,281,131,32,,,
20220401,30261,S08000020,S37000001,Female,3221,182,363,349,1010,771,287,196,63,,,
20220401,30261,S08000020,S37000001,All,6275,359,743,621,1973,1589,568,327,95,1,3221,3054
20220401,30280,S08000020,S37000001,Male,4984,240,571,475,1268,1388,585,366,91,,,
20220401,30280,S08000020,S37000001,Female,5041,231,569,413,1276,1363,591,460,138,,,
20220401,30280,S08000020,S37000001,All,10025,471,1140,888,2544,2751,1176,826,229,1,5041,4984
20220401,30307,S08000020,S37000001,Male,4986,219,560,464,1138,1498,636,350,121,,,
20220401,30307,S08000020,S37000001,Female,5219,219,495,442,1143,1564,660,470,226,,,
20220401,30307,S08000020,S37000001,All,10205,438,1055,906,2281,3062,1296,820,347,1,5219,4986
20220401,30311,S08000020,S37000001,Male,3237,204,376,358,1102,870,216,84,27,,,
20220401,30311,S08000020,S37000001,Female,3093,167,364,348,1078,761,199,120,56,,,
20220401,30311,S08000020,S37000001,All,6330,371,740,706,2180,1631,415,204,83,1,3093,3237
20220401,30401,S08000020,S37000001,Male,6697,446,800,615,2084,1827,563,283,79,,,
20220401,30401,S08000020,S37000001,Female,6951,397,757,638,2168,1869,638,355,129,,,
20220401,30401,S08000020,S37000001,All,13648,843,1557,1253,4252,3696,1201,638,208,1,6951,6697
20220401,30504,S08000020,S37000001,Male,9242,416,909,961,3344,2215,895,415,87,,,
20220401,30504,S08000020,S37000001,Female,8986,396,860,1004,3169,1986,881,522,168,,,
20220401,30504,S08000020,S37000001,All,18228,812,1769,1965,6513,4201,1776,937,255,1,8986,9242
20220401,30561,S08000020,S37000001,Male,,,,,,,,,,,,
20220401,30561,S08000020,S37000001,Female,,,,,,,,,,,,
20220401,30561,S08000020,S37000001,All,269,,,,,,,,,1,0,0
20220401,30627,S08000020,S37000001,Male,4777,170,279,491,2017,1199,396,180,45,,,
20220401,30627,S08000020,S37000001,Female,4204,164,299,766,1523,829,354,203,66,,,
20220401,30627,S08000020,S37000001,All,8981,334,578,1257,3540,2028,750,383,111,1,4204,4777
20220401,30701,S08000020,S37000001,Male,6483,260,611,707,2752,1429,478,190,56,,,
20220401,30701,S08000020,S37000001,Female,6207,266,626,883,2348,1233,455,273,123,,,
20220401,30701,S08000020,S37000001,All,12690,526,1237,1590,5100,2662,933,463,179,1,6207,6483
20220401,30909,S08000020,S37000001,Male,5383,225,482,502,2027,1559,370,163,55,,,
20220401,30909,S08000020,S37000001,Female,5234,225,499,588,1927,1297,388,204,106,,,
20220401,30909,S08000020,S37000001,All,10617,450,981,1090,3954,2856,758,367,161,1,5234,5383
20220401,30928,S08000020,S37000001,Male,5489,125,221,1643,2786,532,111,56,15,,,
20220401,30928,S08000020,S37000001,Female,6086,96,189,2748,2406,405,124,85,33,,,
20220401,30928,S08000020,S37000001,All,11575,221,410,4391,5192,937,235,141,48,1,6086,5489
20220401,30951,S08000020,S37000001,Male,4152,148,286,422,1215,1151,487,327,116,,,
20220401,30951,S08000020,S37000001,Female,4328,142,286,443,1148,1169,509,429,202,,,
20220401,30951,S08000020,S37000001,All,8480,290,572,865,2363,2320,996,756,318,1,4328,4152
20220401,31009,S08000020,S37000001,Male,3405,201,467,387,954,943,274,128,51,,,
20220401,31009,S08000020,S37000001,Female,3500,224,436,355,1031,949,279,163,63,,,
20220401,31009,S08000020,S37000001,All,6905,425,903,742,1985,1892,553,291,114,1,3500,3405
20220401,31141,S08000020,S37000001,Male,6225,303,657,709,2204,1531,515,232,74,,,
20220401,31141,S08000020,S37000001,Female,5948,334,653,714,1881,1396,531,299,140,,,
20220401,31141,S08000020,S37000001,All,12173,637,1310,1423,4085,2927,1046,531,214,1,5948,6225
20220401,31206,S08000020,S37000001,Male,6151,268,678,642,1568,1676,823,390,106,,,
20220401,31206,S08000020,S37000001,Female,6273,301,596,537,1620,1737,834,484,164,,,
20220401,31206,S08000020,S37000001,All,12424,569,1274,1179,3188,3413,1657,874,270,1,6273,6151
20220401,31211,S08000020,S37000001,Male,4942,272,652,431,1360,1393,475,267,92,,,
20220401,31211,S08000020,S37000001,Female,4821,246,543,391,1357,1309,482,340,153,,,
20220401,31211,S08000020,S37000001,All,9763,518,1195,822,2717,2702,957,607,245,1,4821,4942
20220401,31230,S08000020,S37000001,Male,3978,192,613,387,782,1172,464,269,99,,,
20220401,31230,S08000020,S37000001,Female,3995,176,527,330,874,1113,450,347,178,,,
20220401,31230,S08000020,S37000001,All,7973,368,1140,717,1656,2285,914,616,277,1,3995,3978
20220401,31244,S08000020,S37000001,Male,4115,176,536,441,915,1231,504,246,66,,,
20220401,31244,S08000020,S37000001,Female,4196,180,483,392,916,1246,502,337,140,,,
20220401,31244,S08000020,S37000001,All,8311,356,1019,833,1831,2477,1006,583,206,1,4196,4115
20220401,31259,S08000020,S37000001,Male,2728,150,265,266,819,793,264,129,42,,,
20220401,31259,S08000020,S37000001,Female,2786,128,296,251,825,787,279,156,64,,,
20220401,31259,S08000020,S37000001,All,5514,278,561,517,1644,1580,543,285,106,1,2786,2728
20220401,31348,S08000020,S37000001,Male,769,18,91,162,197,169,73,36,23,,,
20220401,31348,S08000020,S37000001,Female,979,24,91,256,219,214,68,55,52,,,
20220401,31348,S08000020,S37000001,All,1748,42,182,418,416,383,141,91,75,1,979,769
20220401,31437,S08000020,S37000002,Male,6189,234,682,639,1474,1801,777,428,154,,,
20220401,31437,S08000020,S37000002,Female,6218,273,592,603,1348,1838,830,515,219,,,
20220401,31437,S08000020,S37000002,All,12407,507,1274,1242,2822,3639,1607,943,373,1,6218,6189
20220401,31456,S08000020,S37000002,Male,2370,101,286,240,502,664,338,200,39,,,
20220401,31456,S08000020,S37000002,Female,2396,93,267,201,488,710,331,232,74,,,
20220401,31456,S08000020,S37000002,All,4766,194,553,441,990,1374,669,432,113,1,2396,2370
20220401,31511,S08000020,S37000002,Male,4696,226,511,491,1311,1293,485,304,75,,,
20220401,31511,S08000020,S37000002,Female,4687,206,481,490,1155,1303,533,341,178,,,
20220401,31511,S08000020,S37000002,All,9383,432,992,981,2466,2596,1018,645,253,1,4687,4696
20220401,31531,S08000020,S37000002,Male,3250,163,348,350,714,978,396,250,51,,,
20220401,31531,S08000020,S37000002,Female,3221,159,360,285,706,951,395,278,87,,,
20220401,31531,S08000020,S37000002,All,6471,322,708,635,1420,1929,791,528,138,1,3221,3250
20220401,31550,S08000020,S37000002,Male,4140,194,519,486,1058,1111,436,253,83,,,
20220401,31550,S08000020,S37000002,Female,4261,202,474,449,1105,1119,465,334,113,,,
20220401,31550,S08000020,S37000002,All,8401,396,993,935,2163,2230,901,587,196,1,4261,4140
20220401,31601,S08000020,S37000002,Male,1702,86,207,146,403,497,209,126,28,,,
20220401,31601,S08000020,S37000002,Female,1753,80,214,155,421,493,228,115,47,,,
20220401,31601,S08000020,S37000002,All,3455,166,421,301,824,990,437,241,75,1,1753,1702
20220401,31615,S08000020,S37000002,Male,1877,101,191,173,426,589,265,101,31,,,
20220401,31615,S08000020,S37000002,Female,1848,74,180,162,428,571,231,149,53,,,
20220401,31615,S08000020,S37000002,All,3725,175,371,335,854,1160,496,250,84,1,1848,1877
20220401,31634,S08000020,S37000002,Male,11214,586,1363,1205,3194,3045,1051,587,183,,,
20220401,31634,S08000020,S37000002,Female,11332,572,1305,1151,3075,3116,1113,732,268,,,
20220401,31634,S08000020,S37000002,All,22546,1158,2668,2356,6269,6161,2164,1319,451,1,11332,11214
20220401,31649,S08000020,S37000002,Male,4160,175,458,444,959,1223,500,329,72,,,
20220401,31649,S08000020,S37000002,Female,4220,222,427,372,940,1207,562,379,111,,,
20220401,31649,S08000020,S37000002,All,8380,397,885,816,1899,2430,1062,708,183,1,4220,4160
20220401,31719,S08000020,S37000002,Male,4577,230,577,522,1082,1431,434,228,73,,,
20220401,31719,S08000020,S37000002,Female,4377,217,551,421,1075,1343,455,229,86,,,
20220401,31719,S08000020,S37000002,All,8954,447,1128,943,2157,2774,889,457,159,1,4377,4577
20220401,31723,S08000020,S37000002,Male,4343,187,482,458,953,1305,517,352,89,,,
20220401,31723,S08000020,S37000002,Female,4363,183,462,404,941,1267,544,390,172,,,
20220401,31723,S08000020,S37000002,All,8706,370,944,862,1894,2572,1061,742,261,1,4363,4343
20220401,31808,S08000020,S37000002,Male,2977,139,376,291,631,910,369,195,66,,,
20220401,31808,S08000020,S37000002,Female,2822,130,322,239,595,897,348,208,83,,,
20220401,31808,S08000020,S37000002,All,5799,269,698,530,1226,1807,717,403,149,1,2822,2977
20220401,31812,S08000020,S37000002,Male,398,13,45,33,67,151,48,30,11,,,
20220401,31812,S08000020,S37000002,Female,394,10,45,44,71,131,45,30,18,,,
20220401,31812,S08000020,S37000002,All,792,23,90,77,138,282,93,60,29,1,394,398
20220401,31901,S08000020,S37000002,Male,7867,405,926,753,1924,2258,961,499,141,,,
20220401,31901,S08000020,S37000002,Female,7898,364,853,669,1890,2295,1060,570,197,,,
20220401,31901,S08000020,S37000002,All,15765,769,1779,1422,3814,4553,2021,1069,338,1,7898,7867
20220401,31916,S08000020,S37000002,Male,2783,180,366,257,651,803,336,160,30,,,
20220401,31916,S08000020,S37000002,Female,2749,148,321,239,709,817,313,155,47,,,
20220401,31916,S08000020,S37000002,All,5532,328,687,496,1360,1620,649,315,77,1,2749,2783
20220401,32001,S08000020,S37000002,Male,3293,158,465,301,704,991,397,214,63,,,
20220401,32001,S08000020,S37000002,Female,3251,146,414,278,733,979,375,225,101,,,
20220401,32001,S08000020,S37000002,All,6544,304,879,579,1437,1970,772,439,164,1,3251,3293
20220401,32021,S08000020,S37000002,Male,12400,693,1589,1239,3196,3449,1321,713,200,,,
20220401,32021,S08000020,S37000002,Female,12662,616,1526,1197,3291,3401,1427,851,353,,,
20220401,32021,S08000020,S37000002,All,25062,1309,3115,2436,6487,6850,2748,1564,553,1,12662,12400
20220401,32035,S08000020,S37000002,Male,3229,167,358,377,789,901,410,190,37,,,
20220401,32035,S08000020,S37000002,Female,3238,146,367,293,762,984,419,198,69,,,
20220401,32035,S08000020,S37000002,All,6467,313,725,670,1551,1885,829,388,106,1,3238,3229
20220401,32092,S08000020,S37000002,Male,3827,176,406,378,863,1094,544,273,93,,,
20220401,32092,S08000020,S37000002,Female,3953,176,386,378,811,1172,489,352,189,,,
20220401,32092,S08000020,S37000002,All,7780,352,792,756,1674,2266,1033,625,282,1,3953,3827
20220401,32209,S08000020,S37000002,Male,7495,358,956,793,1844,2163,840,429,112,,,
20220401,32209,S08000020,S37000002,Female,7601,376,953,713,1880,2204,886,441,148,,,
20220401,32209,S08000020,S37000002,All,15096,734,1909,1506,3724,4367,1726,870,260,1,7601,7495
20220401,32290,S08000020,S37000002,Male,3351,134,391,342,645,974,514,256,95,,,
20220401,32290,S08000020,S37000002,Female,3312,108,364,275,648,1001,464,305,147,,,
20220401,32290,S08000020,S37000002,All,6663,242,755,617,1293,1975,978,561,242,1,3312,3351
20220401,32317,S08000020,S37000002,Male,951,26,61,100,183,292,146,108,35,,,
20220401,32317,S08000020,S37000002,Female,954,28,67,65,153,312,145,130,54,,,
20220401,32317,S08000020,S37000002,All,1905,54,128,165,336,604,291,238,89,1,954,951
20220401,32321,S08000020,S37000002,Male,342,7,25,38,82,99,56,30,5,,,
20220401,32321,S08000020,S37000002,Female,342,10,29,22,85,103,53,27,13,,,
20220401,32321,S08000020,S37000002,All,684,17,54,60,167,202,109,57,18,1,342,342
20220401,32355,S08000020,S37000002,Male,1046,35,129,118,191,356,123,73,21,,,
20220401,32355,S08000020,S37000002,Female,1017,39,116,100,212,326,106,78,40,,,
20220401,32355,S08000020,S37000002,All,2063,74,245,218,403,682,229,151,61,1,1017,1046
20220401,32406,S08000020,S37000002,Male,6487,295,783,650,1436,1917,785,470,151,,,
20220401,32406,S08000020,S37000002,Female,6612,290,744,624,1412,1884,841,542,275,,,
20220401,32406,S08000020,S37000002,All,13099,585,1527,1274,2848,3801,1626,1012,426,1,6612,6487
20220401,32411,S08000020,S37000002,Male,7785,407,1087,730,2265,2162,691,368,75,,,
20220401,32411,S08000020,S37000002,Female,7691,387,1040,663,2247,2110,719,419,106,,,
20220401,32411,S08000020,S37000002,All,15476,794,2127,1393,4512,4272,1410,787,181,1,7691,7785
20220401,32425,S08000020,S37000002,Male,6483,258,715,759,1486,1933,787,437,108,,,
20220401,32425,S08000020,S37000002,Female,6601,264,650,601,1456,2079,780,563,208,,,
20220401,32425,S08000020,S37000002,All,13084,522,1365,1360,2942,4012,1567,1000,316,1,6601,6483
20220401,32500,S08000020,S37000002,Male,1086,40,131,113,258,359,120,44,21,,,
20220401,32500,S08000020,S37000002,Female,1050,46,141,92,265,314,114,55,23,,,
20220401,32500,S08000020,S37000002,All,2136,86,272,205,523,673,234,99,44,1,1050,1086
20220401,32514,S08000020,S37000002,Male,2863,111,337,316,642,900,345,171,41,,,
20220401,32514,S08000020,S37000002,Female,2930,127,362,285,674,895,338,192,57,,,
20220401,32514,S08000020,S37000002,All,5793,238,699,601,1316,1795,683,363,98,1,2930,2863
20220401,32529,S08000020,S37000002,Male,3029,167,421,329,702,881,305,185,39,,,
20220401,32529,S08000020,S37000002,Female,2998,174,376,234,750,867,314,208,75,,,
20220401,32529,S08000020,S37000002,All,6027,341,797,563,1452,1748,619,393,114,1,2998,3029
20220401,32586,S08000020,S37000019,Male,4398,178,456,503,1019,1286,543,330,83,,,
20220401,32586,S08000020,S37000019,Female,4567,172,482,435,974,1286,579,452,187,,,
20220401,32586,S08000020,S37000019,All,8965,350,938,938,1993,2572,1122,782,270,1,4567,4398
20220401,32622,S08000020,S37000019,Male,3181,149,341,290,742,902,446,251,60,,,
20220401,32622,S08000020,S37000019,Female,3271,148,369,263,715,931,422,297,126,,,
20220401,32622,S08000020,S37000019,All,6452,297,710,553,1457,1833,868,548,186,1,3271,3181
20220401,32707,S08000020,S37000019,Male,5895,313,772,638,1410,1672,642,341,107,,,
20220401,32707,S08000020,S37000019,Female,6132,307,718,563,1590,1713,659,415,167,,,
20220401,32707,S08000020,S37000019,All,12027,620,1490,1201,3000,3385,1301,756,274,1,6132,5895
20220401,32750,S08000020,S37000019,Male,2129,102,208,200,427,659,286,188,59,,,
20220401,32750,S08000020,S37000019,Female,2317,97,224,214,468,691,336,207,80,,,
20220401,32750,S08000020,S37000019,All,4446,199,432,414,895,1350,622,395,139,1,2317,2129
20220401,32764,S08000020,S37000019,Male,4884,252,618,487,1056,1439,606,344,82,,,
20220401,32764,S08000020,S37000019,Female,5283,220,640,453,1251,1524,637,413,145,,,
20220401,32764,S08000020,S37000019,All,10167,472,1258,940,2307,2963,1243,757,227,1,5283,4884
20220401,32779,S08000020,S37000019,Male,10972,528,1421,1382,2647,2988,1158,645,203,,,
20220401,32779,S08000020,S37000019,Female,11465,504,1228,1267,2814,3154,1296,827,375,,,
20220401,32779,S08000020,S37000019,All,22437,1032,2649,2649,5461,6142,2454,1472,578,1,11465,10972
20220401,32801,S08000020,S37000019,Male,3912,154,432,409,788,1208,533,305,83,,,
20220401,32801,S08000020,S37000019,Female,4209,157,430,358,932,1271,562,370,129,,,
20220401,32801,S08000020,S37000019,All,8121,311,862,767,1720,2479,1095,675,212,1,4209,3912
20220401,32815,S08000020,S37000019,Male,3978,181,451,364,868,1142,571,304,97,,,
20220401,32815,S08000020,S37000019,Female,4192,160,445,342,936,1250,566,361,132,,,
20220401,32815,S08000020,S37000019,All,8170,341,896,706,1804,2392,1137,665,229,1,4192,3978
20220401,32904,S08000020,S37000019,Male,3622,176,369,374,788,1109,460,256,90,,,
20220401,32904,S08000020,S37000019,Female,3658,141,345,362,790,1085,447,335,153,,,
20220401,32904,S08000020,S37000019,All,7280,317,714,736,1578,2194,907,591,243,1,3658,3622
20220401,33004,S08000020,S37000019,Male,1677,58,169,131,338,559,232,142,48,,,
20220401,33004,S08000020,S37000019,Female,1642,56,121,146,322,536,225,164,72,,,
20220401,33004,S08000020,S37000019,All,3319,114,290,277,660,1095,457,306,120,1,1642,1677
20220401,33057,S08000020,S37000019,Male,1481,53,152,169,300,464,189,118,36,,,
20220401,33057,S08000020,S37000019,Female,1466,62,139,128,275,481,183,152,46,,,
20220401,33057,S08000020,S37000019,All,2947,115,291,297,575,945,372,270,82,1,1466,1481
20220401,33061,S08000020,S37000019,Male,306,8,27,17,46,111,51,39,7,,,
20220401,33061,S08000020,S37000019,Female,280,4,21,24,42,111,47,26,5,,,
20220401,33061,S08000020,S37000019,All,586,12,48,41,88,222,98,65,12,1,280,306
