GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,Ethnic group in Scotland [S] : Total\ Ethnic group (Scotland) - Unit : Persons,Ethnic group in Scotland [S] : White - Unit : Persons,Ethnic group in Scotland [S] : White\ Scottish - Unit : Persons,Ethnic group in Scotland [S] : White\ Other British - Unit : Persons,Ethnic group in Scotland [S] : White\ Irish - Unit : Persons,Ethnic group in Scotland [S] : White\ Gypsy/Traveller - Unit : Persons,Ethnic group in Scotland [S] : White\ Polish - Unit : Persons,Ethnic group in Scotland [S] : White\ Other White - Unit : Persons,Ethnic group in Scotland [S] : Mixed or multiple ethnic groups\ Any mixed or multiple ethnic groups - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Pakistani; Pakistani Scottish or Pakistani British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Indian; Indian Scottish or Indian British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Bangladeshi; Bangladeshi Scottish or Bangladeshi British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Chinese; Chinese Scottish or Chinese British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Other Asian - Unit : Persons,Ethnic group in Scotland [S] : African - Unit : Persons,Ethnic group in Scotland [S] : African\ African; African Scottish or African British - Unit : Persons,Ethnic group in Scotland [S] : African\ Other African - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black\ Caribbean; Caribbean Scottish or Caribbean British - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black\ Black; Black Scottish or Black British - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black\ Other Caribbean or Black - Unit : Persons,Ethnic group in Scotland [S] : Other ethnic group - Unit : Persons,Ethnic group in Scotland [S] : Other ethnic group\ Arab; Arab Scottish or Arab British - Unit : Persons,Ethnic group in Scotland [S] : Other ethnic group\ Other ethnic group - Unit : Persons
S01006646,George Street - 02,Lower Super Output Areas and Data Zones,LSOADZ,1005,822,435,207,33,3,26,118,15,84,5,34,3,21,21,67,67,0,1,0,1,0,16,14,2
S01006647,George Street - 03,Lower Super Output Areas and Data Zones,LSOADZ,648,569,469,43,3,0,29,25,7,37,1,21,0,11,4,32,30,2,1,1,0,0,2,2,0
S01006648,George Street - 04,Lower Super Output Areas and Data Zones,LSOADZ,1804,1528,1044,145,89,2,67,181,16,146,11,64,4,35,32,98,98,0,3,2,1,0,13,12,1
S01006649,George Street - 05,Lower Super Output Areas and Data Zones,LSOADZ,961,810,623,70,12,3,39,63,8,94,11,46,4,24,9,31,31,0,8,1,5,2,10,8,2
S01006650,George Street - 06,Lower Super Output Areas and Data Zones,LSOADZ,859,703,466,101,18,3,40,75,7,65,2,36,8,6,13,67,66,1,1,0,0,1,16,9,7
S01006651,George Street - 07,Lower Super Output Areas and Data Zones,LSOADZ,635,522,385,52,10,1,20,54,4,61,9,32,0,4,16,32,32,0,4,2,1,1,12,12,0
S01006652,George Street - 08,Lower Super Output Areas and Data Zones,LSOADZ,545,460,320,63,13,1,39,24,7,31,4,12,2,8,5,27,27,0,1,0,1,0,19,14,5
S01006653,Ashgrove - 01,Lower Super Output Areas and Data Zones,LSOADZ,564,464,337,54,5,0,18,50,2,69,7,17,1,22,22,7,7,0,3,2,0,1,19,15,4
S01006654,Ashgrove - 02,Lower Super Output Areas and Data Zones,LSOADZ,914,824,710,44,11,0,33,26,8,71,1,19,4,13,34,6,6,0,2,2,0,0,3,3,0
S01006655,Ashgrove - 03,Lower Super Output Areas and Data Zones,LSOADZ,724,644,494,65,11,0,19,55,9,39,5,17,1,8,8,13,13,0,0,0,0,0,19,17,2
S01006656,Ashgrove - 04,Lower Super Output Areas and Data Zones,LSOADZ,967,815,619,81,12,2,40,61,11,99,11,43,4,16,25,25,25,0,1,1,0,0,16,14,2
S01006657,Ashgrove - 05,Lower Super Output Areas and Data Zones,LSOADZ,536,450,338,56,7,1,16,32,6,54,2,14,9,5,24,24,24,0,0,0,0,0,2,1,1
S01006658,"Froghall; Powis and Sunnybank - 01",Lower Super Output Areas and Data Zones,LSOADZ,1031,837,511,104,16,6,100,100,8,123,31,20,38,18,16,52,52,0,7,5,0,2,4,4,0
S01006659,"Froghall; Powis and Sunnybank - 02",Lower Super Output Areas and Data Zones,LSOADZ,632,559,389,102,19,0,11,38,8,43,2,12,17,11,1,12,12,0,0,0,0,0,10,6,4
S01006660,"Froghall; Powis and Sunnybank - 03",Lower Super Output Areas and Data Zones,LSOADZ,527,412,243,43,9,1,59,57,8,95,28,12,38,8,9,9,9,0,2,2,0,0,1,1,0
S01006661,"Froghall; Powis and Sunnybank - 04",Lower Super Output Areas and Data Zones,LSOADZ,622,538,362,73,10,2,38,53,9,50,8,11,7,17,7,17,17,0,0,0,0,0,8,7,1
S01006662,"Froghall; Powis and Sunnybank - 05",Lower Super Output Areas and Data Zones,LSOADZ,835,690,436,87,17,0,50,100,10,82,6,14,6,34,22,43,43,0,5,5,0,0,5,3,2
S01006663,"Froghall; Powis and Sunnybank - 06",Lower Super Output Areas and Data Zones,LSOADZ,562,494,305,88,14,0,18,69,6,39,1,11,0,23,4,6,6,0,1,0,1,0,16,15,1
S01006664,"Froghall; Powis and Sunnybank - 07",Lower Super Output Areas and Data Zones,LSOADZ,511,442,285,54,19,0,23,61,4,40,12,4,0,19,5,16,16,0,8,8,0,0,1,0,1
S01006665,"Froghall; Powis and Sunnybank - 08",Lower Super Output Areas and Data Zones,LSOADZ,712,613,404,79,21,3,25,81,9,58,9,10,6,20,13,19,19,0,0,0,0,0,13,8,5
S01006666,Seaton - 01,Lower Super Output Areas and Data Zones,LSOADZ,877,810,581,45,3,0,133,48,10,20,11,1,0,4,4,32,32,0,1,1,0,0,4,0,4
S01006667,Seaton - 02,Lower Super Output Areas and Data Zones,LSOADZ,741,669,498,39,3,0,101,28,5,35,0,7,6,12,10,24,24,0,4,3,0,1,4,1,3
S01006668,Seaton - 03,Lower Super Output Areas and Data Zones,LSOADZ,908,767,577,88,25,1,11,65,8,91,8,20,0,42,21,25,25,0,0,0,0,0,17,14,3
S01006669,Seaton - 04,Lower Super Output Areas and Data Zones,LSOADZ,1219,993,617,137,15,2,52,170,13,117,14,18,4,44,37,61,61,0,1,1,0,0,34,12,22
S01006670,Seaton - 05,Lower Super Output Areas and Data Zones,LSOADZ,929,820,605,121,14,0,16,64,4,47,6,19,1,12,9,44,44,0,8,0,7,1,6,3,3
S01006671,Old Aberdeen - 01,Lower Super Output Areas and Data Zones,LSOADZ,2421,2044,1006,358,47,5,60,568,46,175,12,37,1,82,43,134,132,2,10,3,6,1,12,5,7
S01006672,Old Aberdeen - 02,Lower Super Output Areas and Data Zones,LSOADZ,810,724,531,70,5,0,55,63,8,47,5,17,1,17,7,18,18,0,4,1,2,1,9,7,2
S01006673,Old Aberdeen - 03,Lower Super Output Areas and Data Zones,LSOADZ,862,724,484,72,23,5,83,57,7,71,11,11,9,23,17,54,54,0,0,0,0,0,6,5,1
S01006674,Old Aberdeen - 04,Lower Super Output Areas and Data Zones,LSOADZ,928,867,636,42,0,5,153,31,2,30,7,5,2,9,7,15,15,0,3,0,3,0,11,4,7
S01006675,Tillydrone - 01,Lower Super Output Areas and Data Zones,LSOADZ,712,646,356,26,6,1,169,88,4,20,7,3,3,2,5,35,35,0,5,5,0,0,2,1,1
S01006676,Tillydrone - 02,Lower Super Output Areas and Data Zones,LSOADZ,747,658,461,34,2,2,103,56,4,39,0,13,2,9,15,29,29,0,1,0,1,0,16,10,6
S01006677,Tillydrone - 03,Lower Super Output Areas and Data Zones,LSOADZ,723,650,465,57,10,0,84,34,4,32,1,8,2,7,14,31,31,0,0,0,0,0,6,4,2
S01006678,Tillydrone - 04,Lower Super Output Areas and Data Zones,LSOADZ,1148,1075,713,56,6,4,210,86,12,29,1,5,8,4,11,13,13,0,16,15,0,1,3,0,3
S01006679,Tillydrone - 05,Lower Super Output Areas and Data Zones,LSOADZ,654,623,540,41,1,1,31,9,1,18,0,7,4,2,5,12,12,0,0,0,0,0,0,0,0
S01006680,Tillydrone - 06,Lower Super Output Areas and Data Zones,LSOADZ,851,794,453,37,0,5,242,57,6,14,3,1,1,6,3,15,15,0,3,0,3,0,19,9,10
S01006681,Woodside - 01,Lower Super Output Areas and Data Zones,LSOADZ,840,801,706,48,10,0,12,25,8,20,1,4,3,1,11,7,7,0,2,2,0,0,2,2,0
S01006682,Woodside - 02,Lower Super Output Areas and Data Zones,LSOADZ,853,778,466,47,3,1,187,74,13,27,4,4,0,1,18,25,25,0,8,4,4,0,2,2,0
S01006683,Woodside - 03,Lower Super Output Areas and Data Zones,LSOADZ,872,781,520,57,4,1,140,59,4,49,3,12,5,14,15,34,34,0,1,1,0,0,3,3,0
S01006684,Woodside - 04,Lower Super Output Areas and Data Zones,LSOADZ,684,612,443,34,3,2,86,44,9,30,2,4,3,0,21,25,25,0,2,1,1,0,6,0,6
S01006685,Woodside - 05,Lower Super Output Areas and Data Zones,LSOADZ,740,685,565,41,1,2,44,32,5,25,2,1,3,12,7,15,15,0,3,2,0,1,7,4,3
S01006686,Hilton - 01,Lower Super Output Areas and Data Zones,LSOADZ,622,561,493,36,3,2,17,10,4,42,9,12,0,2,19,14,14,0,0,0,0,0,1,1,0
S01006687,Hilton - 02,Lower Super Output Areas and Data Zones,LSOADZ,833,759,678,42,7,1,16,15,5,40,0,25,4,2,9,20,20,0,1,1,0,0,8,5,3
S01006688,Hilton - 03,Lower Super Output Areas and Data Zones,LSOADZ,950,919,827,52,2,2,17,19,1,22,2,10,0,7,3,7,7,0,1,0,1,0,0,0,0
S01006689,Hilton - 04,Lower Super Output Areas and Data Zones,LSOADZ,629,546,415,82,1,2,6,40,8,47,2,25,3,10,7,22,22,0,0,0,0,0,6,2,4
S01006690,Hilton - 05,Lower Super Output Areas and Data Zones,LSOADZ,594,530,440,42,7,1,19,21,4,41,4,20,0,11,6,12,11,1,2,1,0,1,5,4,1
S01006691,Hilton - 06,Lower Super Output Areas and Data Zones,LSOADZ,559,493,396,38,5,0,18,36,4,23,6,9,0,4,4,19,19,0,4,0,3,1,16,13,3
S01006692,Hilton - 07,Lower Super Output Areas and Data Zones,LSOADZ,742,687,566,67,13,1,9,31,3,29,4,2,0,10,13,14,14,0,0,0,0,0,9,9,0
S01006693,Hilton - 08,Lower Super Output Areas and Data Zones,LSOADZ,1015,888,713,68,8,1,51,47,7,30,2,9,5,10,4,61,61,0,0,0,0,0,29,27,2
S01006694,Stockethill - 01,Lower Super Output Areas and Data Zones,LSOADZ,865,826,785,12,3,1,15,10,3,14,0,11,2,0,1,19,19,0,2,1,1,0,1,0,1
S01006695,Stockethill - 02,Lower Super Output Areas and Data Zones,LSOADZ,712,622,593,12,1,0,10,6,3,46,0,12,11,0,23,19,19,0,4,0,4,0,18,14,4
S01006696,Stockethill - 03,Lower Super Output Areas and Data Zones,LSOADZ,849,736,673,23,2,0,10,28,3,58,1,19,0,1,37,44,44,0,3,3,0,0,5,5,0
S01006697,Stockethill - 04,Lower Super Output Areas and Data Zones,LSOADZ,926,831,729,39,9,4,32,18,1,80,8,35,2,4,31,11,11,0,2,2,0,0,1,1,0
S01006698,Stockethill - 05,Lower Super Output Areas and Data Zones,LSOADZ,691,624,565,14,5,0,18,22,1,59,2,29,4,4,20,6,6,0,0,0,0,0,1,0,1
S01006699,Stockethill - 06,Lower Super Output Areas and Data Zones,LSOADZ,471,403,357,22,3,1,6,14,0,63,4,16,0,4,39,5,5,0,0,0,0,0,0,0,0
S01006700,Stockethill - 07,Lower Super Output Areas and Data Zones,LSOADZ,830,762,627,54,6,0,24,51,4,53,4,22,0,10,17,9,9,0,1,1,0,0,1,1,0
S01006701,Mastrick - 01,Lower Super Output Areas and Data Zones,LSOADZ,728,695,659,20,2,1,8,5,1,31,0,25,0,6,0,1,1,0,0,0,0,0,0,0,0
S01006702,Mastrick - 02,Lower Super Output Areas and Data Zones,LSOADZ,761,729,682,24,1,1,13,8,1,12,0,8,0,3,1,17,17,0,0,0,0,0,2,0,2
S01006703,Mastrick - 03,Lower Super Output Areas and Data Zones,LSOADZ,675,590,548,15,4,0,15,8,2,50,5,34,4,0,7,30,30,0,0,0,0,0,3,2,1
S01006704,Mastrick - 04,Lower Super Output Areas and Data Zones,LSOADZ,605,589,539,20,3,0,24,3,2,11,0,7,0,0,4,1,1,0,2,1,0,1,0,0,0
S01006705,Mastrick - 05,Lower Super Output Areas and Data Zones,LSOADZ,739,723,676,19,1,0,8,19,1,10,2,0,0,5,3,2,2,0,2,1,0,1,1,0,1
S01006706,Mastrick - 06,Lower Super Output Areas and Data Zones,LSOADZ,619,573,534,21,4,0,9,5,2,38,0,32,0,0,6,5,5,0,0,0,0,0,1,1,0
S01006707,Mastrick - 07,Lower Super Output Areas and Data Zones,LSOADZ,685,629,585,20,4,0,16,4,5,38,4,27,0,6,1,12,12,0,1,1,0,0,0,0,0
S01006708,Sheddocksley - 01,Lower Super Output Areas and Data Zones,LSOADZ,790,701,656,30,1,0,9,5,4,73,8,61,2,0,2,11,11,0,1,0,1,0,0,0,0
S01006709,Sheddocksley - 02,Lower Super Output Areas and Data Zones,LSOADZ,878,828,757,40,2,2,21,6,5,27,6,13,1,1,6,12,12,0,2,1,0,1,4,3,1
S01006710,Sheddocksley - 03,Lower Super Output Areas and Data Zones,LSOADZ,853,823,782,27,2,0,3,9,4,10,1,4,0,4,1,15,15,0,1,0,0,1,0,0,0
S01006711,Sheddocksley - 04,Lower Super Output Areas and Data Zones,LSOADZ,927,913,853,39,4,0,5,12,3,10,0,4,0,0,6,1,1,0,0,0,0,0,0,0,0
S01006712,Sheddocksley - 05,Lower Super Output Areas and Data Zones,LSOADZ,524,508,475,14,5,3,6,5,0,12,1,11,0,0,0,4,4,0,0,0,0,0,0,0,0
S01006713,Sheddocksley - 06,Lower Super Output Areas and Data Zones,LSOADZ,945,923,868,15,7,0,16,17,3,16,0,9,0,3,4,0,0,0,3,2,1,0,0,0,0
S01006714,Cummings Park - 01,Lower Super Output Areas and Data Zones,LSOADZ,701,674,634,20,8,2,6,4,4,23,0,15,1,0,7,0,0,0,0,0,0,0,0,0,0
S01006715,Cummings Park - 02,Lower Super Output Areas and Data Zones,LSOADZ,623,588,540,20,1,1,22,4,0,9,0,3,0,0,6,12,12,0,4,4,0,0,10,10,0
S01006716,Cummings Park - 03,Lower Super Output Areas and Data Zones,LSOADZ,606,570,527,22,5,4,8,4,0,4,0,2,0,0,2,28,28,0,4,0,4,0,0,0,0
S01006717,Cummings Park - 04,Lower Super Output Areas and Data Zones,LSOADZ,975,929,881,28,3,4,9,4,2,33,0,27,0,0,6,3,3,0,5,5,0,0,3,3,0
S01006718,Cummings Park - 05,Lower Super Output Areas and Data Zones,LSOADZ,627,583,527,17,2,1,6,30,3,19,0,17,0,2,0,14,14,0,2,0,1,1,6,6,0
S01006719,Northfield - 01,Lower Super Output Areas and Data Zones,LSOADZ,916,873,823,31,2,0,10,7,0,16,0,13,0,0,3,23,23,0,0,0,0,0,4,4,0
S01006720,Northfield - 02,Lower Super Output Areas and Data Zones,LSOADZ,587,547,513,18,1,0,1,14,1,1,0,0,0,0,1,34,34,0,0,0,0,0,4,1,3
S01006721,Northfield - 03,Lower Super Output Areas and Data Zones,LSOADZ,888,855,797,25,3,2,14,14,1,16,0,12,0,4,0,5,5,0,1,0,1,0,10,9,1
S01006722,Northfield - 04,Lower Super Output Areas and Data Zones,LSOADZ,774,719,664,18,0,3,17,17,4,34,1,20,0,0,13,13,13,0,3,3,0,0,1,0,1
S01006723,Northfield - 05,Lower Super Output Areas and Data Zones,LSOADZ,663,642,597,28,1,0,6,10,0,5,0,5,0,0,0,16,16,0,0,0,0,0,0,0,0
S01006724,Northfield - 06,Lower Super Output Areas and Data Zones,LSOADZ,1005,955,843,39,7,6,47,13,1,11,2,4,4,0,1,27,27,0,10,1,9,0,1,0,1
S01006725,Northfield - 07,Lower Super Output Areas and Data Zones,LSOADZ,674,659,601,24,0,2,16,16,0,10,0,5,0,0,5,5,5,0,0,0,0,0,0,0,0
S01006726,Heathryfold and Middlefield - 01,Lower Super Output Areas and Data Zones,LSOADZ,1391,1329,931,52,4,4,242,96,3,28,1,16,0,4,7,24,23,1,4,4,0,0,3,3,0
S01006727,Heathryfold and Middlefield - 02,Lower Super Output Areas and Data Zones,LSOADZ,1015,986,736,18,1,6,182,43,4,10,1,1,0,3,5,11,11,0,4,4,0,0,0,0,0
S01006728,Heathryfold and Middlefield - 03,Lower Super Output Areas and Data Zones,LSOADZ,754,691,610,21,2,2,46,10,1,5,0,1,0,3,1,53,53,0,4,1,3,0,0,0,0
S01006729,Heathryfold and Middlefield - 04,Lower Super Output Areas and Data Zones,LSOADZ,831,774,674,30,1,0,56,13,4,30,6,11,0,1,12,20,20,0,2,0,1,1,1,1,0
S01006730,Heathryfold and Middlefield - 05,Lower Super Output Areas and Data Zones,LSOADZ,704,634,575,34,4,0,10,11,5,20,0,7,4,1,8,38,38,0,7,1,6,0,0,0,0
S01006731,Heathryfold and Middlefield - 06,Lower Super Output Areas and Data Zones,LSOADZ,577,567,535,14,1,5,7,5,1,6,0,0,0,0,6,1,1,0,2,1,0,1,0,0,0
S01006732,Kingswells - 01,Lower Super Output Areas and Data Zones,LSOADZ,1058,1005,808,126,4,21,16,30,14,28,11,8,0,6,3,7,7,0,0,0,0,0,4,2,2
S01006733,Kingswells - 02,Lower Super Output Areas and Data Zones,LSOADZ,900,812,684,82,10,0,3,33,13,39,1,17,0,9,12,36,29,7,0,0,0,0,0,0,0
S01006734,Kingswells - 03,Lower Super Output Areas and Data Zones,LSOADZ,976,846,746,47,4,0,3,46,4,71,8,21,0,19,23,43,43,0,5,0,4,1,7,7,0
S01006735,Kingswells - 04,Lower Super Output Areas and Data Zones,LSOADZ,618,557,477,54,0,0,1,25,2,24,0,9,0,10,5,24,24,0,0,0,0,0,11,7,4
S01006736,Kingswells - 05,Lower Super Output Areas and Data Zones,LSOADZ,1079,964,833,96,4,0,2,29,11,54,3,28,4,7,12,37,37,0,7,3,4,0,6,5,1
S01006737,Kingswells - 06,Lower Super Output Areas and Data Zones,LSOADZ,673,617,500,71,8,0,11,27,2,20,1,6,0,4,9,26,26,0,5,1,3,1,3,0,3
S01006738,Bucksburn South - 01,Lower Super Output Areas and Data Zones,LSOADZ,829,781,689,44,3,0,27,18,4,13,2,2,0,6,3,29,29,0,2,2,0,0,0,0,0
S01006739,Bucksburn South - 02,Lower Super Output Areas and Data Zones,LSOADZ,607,573,506,33,3,0,19,12,1,9,0,5,0,4,0,20,20,0,2,0,0,2,2,2,0
S01006740,Bucksburn South - 03,Lower Super Output Areas and Data Zones,LSOADZ,737,731,673,38,1,0,5,14,0,2,0,1,1,0,0,4,4,0,0,0,0,0,0,0,0
S01006741,Bucksburn South - 04,Lower Super Output Areas and Data Zones,LSOADZ,666,652,607,23,1,0,12,9,0,1,1,0,0,0,0,11,11,0,2,1,1,0,0,0,0
S01006742,Bucksburn South - 05,Lower Super Output Areas and Data Zones,LSOADZ,460,453,424,11,2,0,9,7,0,6,0,0,0,3,3,0,0,0,0,0,0,0,1,0,1
S01006743,Bucksburn North - 01,Lower Super Output Areas and Data Zones,LSOADZ,531,528,487,24,6,0,5,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
S01006744,Bucksburn North - 02,Lower Super Output Areas and Data Zones,LSOADZ,608,599,538,32,1,0,17,11,1,6,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0
S01006745,Bucksburn North - 03,Lower Super Output Areas and Data Zones,LSOADZ,822,811,741,31,7,1,19,12,2,3,0,0,0,1,2,4,4,0,2,2,0,0,0,0,0
S01006746,Bucksburn North - 04,Lower Super Output Areas and Data Zones,LSOADZ,846,830,776,40,3,0,2,9,2,12,7,2,2,1,0,1,1,0,0,0,0,0,1,1,0
S01006747,Bucksburn North - 05,Lower Super Output Areas and Data Zones,LSOADZ,816,802,743,33,4,0,0,22,0,6,0,2,0,3,1,6,6,0,0,0,0,0,2,2,0
S01006748,Bucksburn North - 06,Lower Super Output Areas and Data Zones,LSOADZ,917,866,801,34,3,0,8,20,4,26,0,10,4,4,8,18,18,0,3,3,0,0,0,0,0
S01006749,Dyce - 01,Lower Super Output Areas and Data Zones,LSOADZ,909,857,769,50,8,1,10,19,6,23,0,14,0,1,8,14,14,0,2,2,0,0,7,7,0
S01006750,Dyce - 02,Lower Super Output Areas and Data Zones,LSOADZ,720,692,643,37,2,1,3,6,4,18,7,11,0,0,0,3,3,0,0,0,0,0,3,2,1
S01006751,Dyce - 03,Lower Super Output Areas and Data Zones,LSOADZ,509,492,454,27,2,4,0,5,2,11,1,5,3,0,2,4,4,0,0,0,0,0,0,0,0
S01006752,Dyce - 04,Lower Super Output Areas and Data Zones,LSOADZ,712,681,632,37,0,2,8,2,3,22,10,6,1,2,3,1,1,0,1,0,0,1,4,4,0
S01006753,Dyce - 05,Lower Super Output Areas and Data Zones,LSOADZ,913,893,814,56,2,0,11,10,2,7,0,3,1,0,3,7,7,0,0,0,0,0,4,4,0
S01006754,Dyce - 06,Lower Super Output Areas and Data Zones,LSOADZ,900,894,796,73,2,0,13,10,0,0,0,0,0,0,0,1,1,0,2,0,2,0,3,2,1
S01006755,Dyce - 07,Lower Super Output Areas and Data Zones,LSOADZ,739,716,630,54,4,0,5,23,3,13,1,5,4,0,3,4,4,0,2,1,1,0,1,0,1
S01006756,Danestone - 01,Lower Super Output Areas and Data Zones,LSOADZ,739,654,560,62,2,0,6,24,5,58,7,12,0,14,25,16,16,0,3,2,1,0,3,1,2
S01006757,Danestone - 02,Lower Super Output Areas and Data Zones,LSOADZ,837,816,749,39,2,0,8,18,3,17,2,1,0,11,3,0,0,0,1,0,1,0,0,0,0
S01006758,Danestone - 03,Lower Super Output Areas and Data Zones,LSOADZ,694,666,617,44,3,0,2,0,3,10,1,0,0,8,1,8,8,0,2,1,1,0,5,5,0
S01006759,Danestone - 04,Lower Super Output Areas and Data Zones,LSOADZ,595,583,531,31,4,0,4,13,0,12,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0
S01006760,Danestone - 05,Lower Super Output Areas and Data Zones,LSOADZ,493,466,434,23,1,0,4,4,0,4,0,0,0,0,4,19,19,0,2,2,0,0,2,2,0
S01006761,Danestone - 06,Lower Super Output Areas and Data Zones,LSOADZ,697,691,638,37,2,0,1,13,1,2,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0
S01006762,Oldmachar West - 01,Lower Super Output Areas and Data Zones,LSOADZ,805,780,705,51,4,0,4,16,1,24,7,2,8,4,3,0,0,0,0,0,0,0,0,0,0
S01006763,Oldmachar West - 02,Lower Super Output Areas and Data Zones,LSOADZ,865,787,705,54,4,0,4,20,4,40,12,9,1,11,7,23,23,0,0,0,0,0,11,11,0
S01006764,Oldmachar West - 03,Lower Super Output Areas and Data Zones,LSOADZ,790,733,658,47,4,0,10,14,4,31,2,17,0,8,4,17,17,0,1,0,1,0,4,2,2
S01006765,Oldmachar West - 04,Lower Super Output Areas and Data Zones,LSOADZ,586,574,534,28,0,0,3,9,0,6,0,3,0,1,2,6,6,0,0,0,0,0,0,0,0
S01006766,Oldmachar West - 05,Lower Super Output Areas and Data Zones,LSOADZ,608,583,526,47,7,0,0,3,2,19,11,7,0,1,0,2,2,0,2,1,1,0,0,0,0
S01006767,Oldmachar West - 06,Lower Super Output Areas and Data Zones,LSOADZ,689,661,607,31,5,3,9,6,4,22,0,4,0,18,0,1,1,0,1,0,1,0,0,0,0
S01006768,Oldmachar East - 01,Lower Super Output Areas and Data Zones,LSOADZ,599,553,509,36,3,0,0,5,0,42,20,0,5,17,0,3,3,0,0,0,0,0,1,0,1
S01006769,Oldmachar East - 02,Lower Super Output Areas and Data Zones,LSOADZ,959,909,842,52,5,0,3,7,6,30,13,5,0,8,4,13,13,0,0,0,0,0,1,0,1
S01006770,Oldmachar East - 03,Lower Super Output Areas and Data Zones,LSOADZ,655,646,582,44,4,0,9,7,1,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
S01006771,Oldmachar East - 04,Lower Super Output Areas and Data Zones,LSOADZ,465,421,369,32,0,0,1,19,3,30,2,4,5,19,0,1,1,0,1,1,0,0,9,4,5
S01006772,Oldmachar East - 05,Lower Super Output Areas and Data Zones,LSOADZ,839,772,724,34,0,0,1,13,4,39,19,2,2,9,7,23,23,0,0,0,0,0,1,0,1
S01006773,Oldmachar East - 06,Lower Super Output Areas and Data Zones,LSOADZ,734,676,624,33,3,0,0,16,3,44,15,0,0,21,8,8,8,0,2,2,0,0,1,0,1
S01006774,Oldmachar East - 07,Lower Super Output Areas and Data Zones,LSOADZ,651,589,548,31,2,0,0,8,4,45,3,2,0,40,0,6,6,0,6,0,6,0,1,0,1
S01006775,Balgownie and Donmouth West - 01,Lower Super Output Areas and Data Zones,LSOADZ,618,603,543,30,3,0,19,8,0,12,1,2,0,8,1,0,0,0,2,0,0,2,1,1,0
S01006776,Balgownie and Donmouth West - 02,Lower Super Output Areas and Data Zones,LSOADZ,496,480,438,19,0,0,15,8,2,12,4,4,3,1,0,0,0,0,0,0,0,0,2,2,0
S01006777,Balgownie and Donmouth West - 03,Lower Super Output Areas and Data Zones,LSOADZ,649,634,610,14,0,0,4,6,4,1,0,0,0,0,1,6,6,0,0,0,0,0,4,4,0
S01006778,Balgownie and Donmouth West - 04,Lower Super Output Areas and Data Zones,LSOADZ,634,623,587,23,5,1,0,7,2,2,1,1,0,0,0,0,0,0,1,1,0,0,6,0,6
S01006779,Balgownie and Donmouth West - 05,Lower Super Output Areas and Data Zones,LSOADZ,615,580,535,29,4,1,2,9,4,18,0,4,4,5,5,10,10,0,0,0,0,0,3,3,0
S01006780,Balgownie and Donmouth West - 06,Lower Super Output Areas and Data Zones,LSOADZ,576,560,499,38,3,0,10,10,4,6,0,1,0,5,0,3,3,0,0,0,0,0,3,3,0
S01006781,Balgownie and Donmouth East - 01,Lower Super Output Areas and Data Zones,LSOADZ,691,648,607,25,2,2,6,6,2,34,0,4,0,23,7,6,6,0,1,0,0,1,0,0,0
S01006782,Balgownie and Donmouth East - 02,Lower Super Output Areas and Data Zones,LSOADZ,744,664,601,44,2,0,5,12,3,37,0,11,5,18,3,5,5,0,4,2,0,2,31,28,3
S01006783,Balgownie and Donmouth East - 03,Lower Super Output Areas and Data Zones,LSOADZ,672,645,586,36,1,1,13,8,6,13,0,2,0,9,2,4,4,0,2,0,2,0,2,1,1
S01006784,Balgownie and Donmouth East - 04,Lower Super Output Areas and Data Zones,LSOADZ,608,584,475,60,6,0,8,35,4,16,4,5,0,3,4,3,3,0,1,0,1,0,0,0,0
S01006785,Denmore - 01,Lower Super Output Areas and Data Zones,LSOADZ,611,573,511,44,7,0,0,11,4,16,0,3,1,11,1,18,18,0,0,0,0,0,0,0,0
S01006786,Denmore - 02,Lower Super Output Areas and Data Zones,LSOADZ,832,764,680,58,8,0,9,9,7,44,8,3,4,24,5,10,10,0,0,0,0,0,7,7,0
S01006787,Denmore - 03,Lower Super Output Areas and Data Zones,LSOADZ,650,616,552,50,3,0,7,4,8,5,0,4,0,0,1,4,4,0,0,0,0,0,17,16,1
S01006788,Denmore - 04,Lower Super Output Areas and Data Zones,LSOADZ,820,733,669,50,2,0,0,12,14,48,11,10,4,12,11,16,16,0,2,2,0,0,7,6,1
S01006789,East Cairngorms - 01,Lower Super Output Areas and Data Zones,LSOADZ,632,620,487,101,2,0,14,16,2,5,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0
